PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
3808899	1157	1	DR	3.49	651444	318137007256
3834739	1158	1	DR	3.49	651444	318137007256
1119230	1163	1	DR	3.19	8003042	318137007256
1119230	1163	1	DR	3.19	8003042	318137007256
1316240	1160	1	DR	2.99	8000583	318137007256
1316240	1160	1	DR	2.99	8000583	318137007256
3100560	1156	1	DR	3.49	651444	318137007257
3107094	1157	1	DR	3.49	651444	318137007257
3302299	1158	1	DR	3.49	651444	318137007257
3321026	1160	1	DR	3.49	651444	318137007257
3328294	1160	2	DR	6.98	651444	318137007257
3330977	1157	1	DR	3.49	651444	318137007257
3333898	1157	3	DR	10.47	651444	318137007257
3346783	1157	1	DR	3.49	651444	318137007257
3348912	1157	2	DR	6.98	651444	318137007257
3801498	1157	1	DR	3.49	651444	318137007257
3805705	1157	1	DR	3.49	651444	318137007257
3814327	1158	1	DR	3.49	651444	318137007257
1210146	1162	1	DR	3.19	8000583	318137007257
1210146	1162	1	DR	3.19	8000583	318137007257
3835967	1157	1	DR	3.49	1091828	318137007257
1113423	1149	1	DR	3.49	8003043	318137007282
3106013	1157	1	DR	2.99	651444	318137007302
1145706	1122	1	DR	1.49	8003043	318137007322
1219154	1132	1	DR	2.5	8046669	318137007322
3127159	1162	2	DR	5.84	651444	318137007322
3302208	1131	1	DR	2.49	651444	318137007322
1100503	1122	1	DR	1.49	8003043	318137007324
3135749	1163	1	DR	2.99	651444	318137007324
1195339	1131	1	DR	2.5	8003059	318137007354
1219154	1122	1	DR	1.49	8046669	318137007354
3302208	1131	1	DR	2.5	651444	318137007354
3135749	1163	1	DR	2.99	651444	318137007355
1100503	1122	1	DR	1.5	8003043	318137007401
3112151	1153	2	DR	4.98	651444	318137007401
3322479	1131	2	DR	4.98	651444	318137007401
3346817	1152	1	DR	2.49	651444	318137007401
1404806	1132	3	DR	5.79	650679	318137007401
1245001	1116	1	DR	1.94	8000583	318137007401
1305896	1165	1	DR	2.89	642166	318137007402
1227017	1117	1	DR	1.5	8003043	318137007421
1102012	1165	1	DR	3.99	8003059	318137007421
1130310	1122	2	DR	2.98	8003059	318137007421
1407007	1158	2	DR	4.98	8046669	318137007424
1180273	1131	2	DR	4.62	8003043	318137007428
1142158	1131	1	DR	1.64	8003043	318137007429
1126615	1132	2	DR	4.98	8003043	318137007430
1227017	1142	2	DR	4.98	8003043	318137007430
1219154	1122	1	DR	1.5	8046669	318137007430
3304311	1163	1	DR	2.99	651444	318137007430
1180976	1146	1	DR	3.89	8003042	318137007430
1245001	1116	1	DR	2.34	8000583	318137007430
3304311	1163	1	DR	2.99	651444	318137007433
3807081	1124	1	DR	2.99	651444	318137007792
3824185	1136	2	DR	5.98	651444	318137007792
1202218	1116	1	DR	2.59	8003059	318137117419
1208272	1116	1	DR	2.59	8003059	318137127269
1223677	1126	1	DR	1.5	8046669	320041080100
1101162	1137	1	DR	1.5	8046669	320041080140
1124677	1140	1	DR	2.69	8046669	320041080140
3318808	1133	2	DR	5.98	651444	320041080140
1137190	1151	2	DR	4.98	8003043	320041080200
1137190	1154	2	DR	4.98	8003043	320041080200
1137190	1159	2	DR	3.78	8003043	320041080200
1137190	1162	2	DR	2.98	8003043	320041080200
1190009	1137	1	DR	1.5	8003043	320041080200
1219741	1149	2	DR	2.98	8003043	320041080200
1227017	1126	1	DR	1.49	8003043	320041080200
1100560	1149	1	DR	1.5	8003059	320041080200
1130351	1157	1	DR	1.5	8003059	320041080200
1202424	1149	2	DR	3.78	8003059	320041080200
1223677	1126	1	DR	1.49	8046669	320041080200
1223677	1161	2	DR	5.38	8046669	320041080200
3329011	1122	1	DR	2.99	651444	320041080200
3356279	1141	1	DR	2.29	651444	320041080200
3377770	1122	2	DR	5.98	651444	320041080200
1137190	1154	2	DR	5.38	642166	320041080200
1116558	1137	1	DR	1.49	8003043	320041080400
1303180	1159	1	DR	1.5	8003043	320041080400
1310508	1137	1	DR	1.49	8003059	320041080400
1310508	1137	1	DR	1.5	8003059	320041080400
1403121	1148	1	DR	1.5	8046669	320041080400
1217521	1125	2	DR	5.38	8000583	320041080400
1108829	1130	2	DR	4.98	8003043	320041084100
1116558	1137	1	DR	1.5	8003043	320041084100
1137190	1159	1	DR	1.49	8003043	320041084100
1225904	1123	2	DR	5.38	8003043	320041084100
1227017	1126	1	DR	1.5	8003043	320041084100
1100560	1149	1	DR	1.49	8003059	320041084100
1130351	1157	1	DR	1.49	8003059	320041084100
1144055	1137	1	DR	1.49	8003059	320041084100
1144055	1137	1	DR	1.5	8003059	320041084100
1181214	1137	1	DR	1.5	8046669	320041084100
1181214	1137	1	DR	1.49	8046669	320041084100
3329011	1122	1	DR	2.99	651444	320041084100
3356279	1141	1	DR	2.49	651444	320041084100
3356279	1142	1	DR	1.24	651444	320041084100
3356279	1142	1	DR	1.24	651444	320041084100
3818823	1146	1	DR	1.5	1091828	320041084100
1126615	1151	2	DR	3.98	8003043	320041085107
1185694	1151	1	DR	2	8003043	320041085107
3106823	1158	1	DR	2.99	651444	320041085107
3376590	1159	1	DR	2.99	651444	320041085107
3396481	1118	1	DR	3.49	651444	320041085107
3396481	1121	1	DR	3.49	651444	320041085107
1140053	1130	2	DR	5.96	8003043	320041085112
1132837	1128	1	DR	2.99	8003059	320041085112
1212878	1133	1	DR	2.99	642166	320041085112
1400234	1132	1	DR	2.99	642166	320041085112
1100503	1163	1	DR	2.99	8003043	320041085113
3311720	1160	1	DR	2.99	651444	320041085113
3333898	1157	1	DR	2.99	651444	320041085113
3347799	1156	1	DR	2.99	651444	320041085113
3348912	1157	2	DR	5.98	651444	320041085113
1139709	1161	1	DR	2	8046669	320041085115
3136804	1159	1	DR	2.99	651444	320041085115
3333898	1157	2	DR	5.98	651444	320041085115
3333898	1157	1	DR	2.99	651444	320041085115
3333898	1157	1	DR	2.99	651444	320041085115
3835967	1157	1	DR	2.99	1091828	320041085115
1185694	1151	1	DR	1.99	8003043	320041085117
1304469	1147	2	DR	3.48	8003043	320041085117
1180844	1164	2	DR	4.98	8003059	320041085117
1190033	1124	1	DR	2.99	642583	320041085117
3311993	1157	1	DR	2.99	651444	320041085117
3311993	1157	1	DR	2.99	651444	320041085117
3376590	1137	1	DR	2.49	651444	320041085117
3393306	1160	1	DR	2.99	651444	320041085117
1319137	1137	1	DR	1.49	8003043	320041086852
1141010	1127	1	DR	2.79	8046669	320041086852
3133306	1136	1	DR	2.99	651444	320041086852
1145706	1122	1	DR	1.5	8003043	328137007201
1145706	1122	1	DR	1.5	8003043	328137007201
1227017	1117	1	DR	1.49	8003043	328137007201
3346817	1152	1	DR	2.49	651444	328137007201
3814442	1114	2	DR	5.58	651444	328137007201
1402792	1163	1	DR	2.23	642166	328137007201
1206342	1141	2	DR	5.48	8003043	328137007202
1305896	1165	1	DR	2.79	642166	328137007202
3106443	1139	2	DR	3.18	651444	328992610600
3106443	1158	3	DR	4.77	651444	328992610600
3308734	1137	2	DR	3.18	651444	328992610600
1143248	1164	1	DR	2.99	8003043	715207700171
1151522	1161	1	DR	2.99	8000583	715207700171
1190660	1140	1	DR	2.99	8046669	715207700238
1198432	1153	1	DR	2.99	650679	715207700238
1108829	1130	1	DR	2.53	8003043	715207700241
1143248	1164	1	DR	2.99	8003043	715207700241
1317297	1128	2	DR	4.7	8003043	715207700241
1815506	1161	3	DR	8.19	8003043	715207700241
1196220	1137	1	DR	2.99	8046669	715207700241
1108886	1127	2	DR	5.36	8046669	715207700257
3110528	1147	1	DR	2.69	651444	715207700275
1190009	1163	3	DR	6.96	8003043	715207700279
1325753	1161	1	DR	2.49	8003042	715207700279
1120626	1164	1	DR	2.49	8000583	715207700279
1114207	1135	1	DR	1.59	8000583	8839999877847
1318741	1162	1	DR	1.99	8003043	8839999877848
1185199	1151	1	DR	1.99	8003059	8839999877848
1137273	1137	2	DR	2.92	8003043	8839999877851
1216101	1137	2	DR	7.98	8046669	8839999877855
1137273	1148	2	DR	3	8003043	8839999877856
1408591	1134	1	DR	1.5	8003043	8839999877856
1215608	1146	1	DR	1.99	8003059	8839999877856
1305375	1157	1	DR	1.59	8003042	8839999877856
1114207	1135	1	DR	1.59	8000583	8839999877856
3326199	1145	1	DR	2.99	651444	8839999877859
3807362	1134	1	DR	2.99	651444	8839999877859
1191403	1140	2	DR	3	8003043	8839999877871
1311456	1164	2	DR	4.58	8003059	8839999877871
1808188	1164	1	DR	1.99	8046669	8839999877871
3309443	1119	2	DR	2.98	651444	8839999877871
3375196	1129	1	DR	1.99	651444	8839999877871
3393207	1157	1	DR	1.59	651444	8839999877871
1104703	1123	2	DR	2.22	642166	8839999877871
1107920	1150	2	DR	3.18	642166	8839999877871
1313403	1132	1	DR	1.59	642166	8839999877871
1315556	1126	2	DR	3.18	8003042	8839999877871
1405027	1162	3	DR	4.77	8003042	8839999877871
1206375	1154	1	DR	1.59	650679	8839999877871
1189340	1164	1	DR	1.59	8000583	8839999877871
1808295	1146	4	DR	3.16	8000583	8839999877871
3101139	1146	1	DR	1.54	1091828	8839999877871
3818823	1125	1	DR	0.79	1091828	8839999877871
1153882	1164	1	DR	0.5	8003043	8839999877899
1806885	1130	2	DR	0.66	8003043	8839999877899
1124032	1165	3	DR	1.98	8003059	8839999877899
1114207	1152	2	DR	1.98	8046669	8839999877899
1300798	1157	1	DR	0.99	8046669	8839999877899
1180745	1137	1	DR	0.99	8003042	8839999877899
1106583	1133	1	DR	0.99	8000583	8839999877899
1114207	1135	1	DR	0.99	8000583	8839999877899
1148825	1152	3	DR	2.94	8003043	8839999877903
1197913	1128	1	DR	0.33	8003043	8839999877903
1204420	1130	1	DR	0.33	8003043	8839999877903
1220004	1130	1	DR	0.33	8003043	8839999877903
1226894	1163	3	DR	2.94	8003043	8839999877903
1301754	1130	3	DR	1.62	8003043	8839999877903
1302901	1158	2	DR	1.98	8003043	8839999877903
1305367	1130	1	DR	2.29	8003043	8839999877903
1313346	1122	1	DR	0.33	8003043	8839999877903
1400739	1130	1	DR	0.33	8003043	8839999877903
1401927	1122	1	DR	0.33	8003043	8839999877903
1404251	1165	2	DR	1.46	8003043	8839999877903
1215749	1119	2	DR	1.98	8046669	8839999877903
1810804	1117	1	DR	0.99	650679	8839999877903
1106583	1133	1	DR	0.99	8000583	8839999877903
1198168	1160	1	DR	1.59	8000583	8839999877903
1191239	1122	5	DR	2.25	8003043	8839999877915
1191239	1122	2	DR	1.28	8003043	8839999877915
1204420	1130	3	DR	1.62	8003043	8839999877915
1313346	1126	1	DR	0.99	8003043	8839999877915
1400705	1128	4	DR	1.32	8003043	8839999877915
1401927	1122	1	DR	0.33	8003043	8839999877915
1402883	1124	2	DR	1.98	8003043	8839999877915
1142158	1165	2	DR	1.46	8046669	8839999877915
1230094	1133	4	DR	3.96	8046669	8839999877915
3114322	1153	6	DR	3	651444	8839999877915
3318410	1139	1	DR	0.99	651444	8839999877915
3319806	1141	1	DR	0.99	651444	8839999877915
3319806	1141	1	DR	0.99	651444	8839999877915
3319806	1141	1	DR	0.99	651444	8839999877915
3319806	1147	1	DR	0.99	651444	8839999877915
3325852	1156	2	DR	1.98	651444	8839999877915
3352930	1152	4	DR	3.96	651444	8839999877915
3352930	1152	2	DR	1.98	651444	8839999877915
1123661	1164	2	DR	1.98	650679	8839999877915
1140319	1121	1	DR	0.99	650679	8839999877915
1809079	1146	1	DR	1.99	8003043	8839999877919
1146159	1163	1	DR	1.99	8046669	8839999877919
3100271	1147	1	DR	0.59	651444	8839999877939
3103945	1122	3	DR	1.5	651444	8839999877939
3350744	1136	4	DR	1	651444	8839999877939
3393033	1139	2	DR	1	651444	8839999877939
3130781	1135	1	DR	0.25	651444	8839999877943
3132100	1145	1	DR	0.41	651444	8839999877943
3134668	1157	2	DR	1.08	651444	8839999877943
3318626	1136	2	DR	0.5	651444	8839999877943
3352823	1161	2	DR	0.66	651444	8839999877943
3801498	1135	4	DR	1	651444	8839999877943
1128496	1140	1	DR	1.79	8003043	8839999877954
1146902	1138	1	DR	1.79	8003043	8839999877954
1146902	1138	1	DR	1.79	8003043	8839999877954
1216275	1133	2	DR	3.18	8003043	8839999877954
1216275	1147	2	DR	3.58	8003043	8839999877954
1131102	1159	2	DR	3.58	8046669	8839999877954
1182519	1116	2	DR	3.02	8046669	8839999877954
3111211	1122	3	DR	1.5	651444	8839999877954
3111211	1136	4	DR	1	651444	8839999877954
3114611	1121	3	DR	1.5	651444	8839999877954
3114611	1145	2	DR	1	651444	8839999877954
3131425	1158	1	DR	0.34	651444	8839999877954
3131953	1122	2	DR	1	651444	8839999877954
3134668	1157	1	DR	0.5	651444	8839999877954
3301101	1157	1	DR	0.59	651444	8839999877954
3301655	1128	2	DR	1	651444	8839999877954
3314328	1136	4	DR	1	651444	8839999877954
3323113	1144	1	DR	0.4	651444	8839999877954
3331397	1122	3	DR	1.5	651444	8839999877954
3352823	1161	1	DR	0.33	651444	8839999877954
3352930	1122	3	DR	1.5	651444	8839999877954
3376590	1121	3	DR	1.5	651444	8839999877954
3814442	1114	2	DR	1	651444	8839999877954
3841882	1140	2	DR	1	651444	8839999877954
3835967	1158	1	DR	0.33	1091828	8839999877954
3835967	1158	1	DR	0.33	1091828	8839999877954
1195339	1161	2	DR	2.98	8046669	8839999877968
1812982	1122	3	DR	0.99	8046669	8839999877968
