PANID	WEEK	UNITS	OUTLET	DOLLARS	IRI_KEY	COLUPC
1310169	1157	1	GR	1.99	652159	13500055300
1809079	1156	2	GR	3.98	652159	13500055300
1812917	1151	1	GR	1.69	248128	13500055300
1812917	1151	1	GR	1.69	248128	13500055300
1128470	1147	1	GR	2.79	266596	13500055300
3120188	1156	2	GR	1.5	257006	13500055300
3135673	1153	1	GR	1.55	257006	13500055300
3352930	1153	1	GR	1.55	257006	13500055300
3104240	1115	1	GR	1.79	228037	13500055300
3338251	1135	1	GR	1.79	228037	13500055300
3842500	1148	1	GR	1.83	264075	13500055300
3327957	1118	3	GR	3.84	233779	13500055300
3327957	1134	1	GR	1.28	233779	13500055300
3327957	1152	1	GR	1.28	233779	13500055300
3327957	1160	2	GR	2.56	233779	13500055300
3113613	1148	1	GR	1.43	257871	13500055300
3329748	1124	1	GR	1.43	257871	13500055300
3821751	1115	1	GR	1.43	257871	13500055300
3128199	1117	1	GR	1.28	653776	13500055300
3356030	1165	1	GR	1.28	653776	13500055300
3359406	1140	1	GR	1.28	653776	13500055300
3361808	1140	1	GR	1.28	653776	13500055300
1138420	1114	1	GR	1.99	213290	13500055322
1201624	1117	2	GR	3.98	213290	13500055322
1128470	1147	1	GR	2.79	266596	13500055322
1198069	1135	1	GR	2.79	266596	13500055322
1404665	1146	1	GR	2.79	266596	13500055322
3105502	1115	1	GR	1.28	233779	13500055322
3117614	1131	1	GR	1.28	233779	13500055322
3118315	1164	1	GR	1.28	233779	13500055322
3327957	1134	1	GR	1.28	233779	13500055322
3336727	1121	1	GR	1.28	233779	13500055322
3838342	1140	1	GR	1.28	233779	13500055322
3106476	1139	1	GR	1.28	653776	13500055322
3138396	1150	1	GR	1.28	653776	13500055322
3138784	1158	1	GR	1.28	653776	13500055322
3326033	1130	1	GR	1.28	653776	13500055322
3117614	1131	1	GR	1.28	233779	13500055332
3113027	1160	1	GR	1.28	653776	13500055332
3824417	1144	1	GR	1.28	653776	13500055332
3828863	1129	1	GR	1.28	653776	13500055332
3836627	1155	1	GR	1.28	653776	13500055332
1128587	1116	1	GR	2.79	213290	13500055342
1128587	1118	1	GR	2.79	213290	13500055342
1128587	1144	1	GR	2.79	213290	13500055342
1128587	1149	1	GR	2.79	213290	13500055342
1128587	1162	2	GR	5.58	213290	13500055342
1180612	1155	1	GR	2.79	213290	13500055342
1181727	1144	1	GR	2.79	213290	13500055342
1227652	1133	1	GR	2.79	213290	13500055342
1246066	1115	2	GR	5.58	213290	13500055342
1316919	1115	1	GR	2.79	213290	13500055342
1100560	1155	1	GR	2.79	648764	13500055342
1100560	1155	1	GR	2.79	648764	13500055342
1103234	1155	1	GR	2.79	648764	13500055342
1116590	1154	1	GR	2.79	648764	13500055342
1118083	1155	1	GR	2.79	648764	13500055342
1128587	1140	1	GR	2.79	648764	13500055342
1134098	1152	1	GR	2.79	648764	13500055342
1218008	1129	1	GR	2.79	648764	13500055342
1152033	1162	2	GR	5.98	234140	13500055342
1100560	1139	1	GR	2.19	652159	13500055342
1131581	1128	1	GR	2.19	652159	13500055342
1131581	1128	1	GR	2.19	652159	13500055342
1138818	1114	1	GR	2.19	652159	13500055342
1143750	1127	1	GR	2.19	652159	13500055342
1147819	1149	1	GR	2.19	652159	13500055342
1147819	1156	1	GR	2.99	652159	13500055342
1310169	1156	1	GR	2.99	652159	13500055342
1316182	1132	1	GR	2.19	652159	13500055342
1400812	1124	1	GR	2.19	652159	13500055342
1400812	1164	1	GR	2.99	652159	13500055342
1404624	1123	1	GR	2.19	652159	13500055342
1405761	1133	1	GR	2.19	652159	13500055342
1809079	1114	1	GR	2.19	652159	13500055342
1809079	1127	1	GR	2.19	652159	13500055342
1809079	1163	1	GR	2.99	652159	13500055342
1132829	1150	1	GR	2.79	248128	13500055342
1132829	1154	1	GR	2.79	248128	13500055342
1139360	1118	1	GR	2.79	248128	13500055342
3111146	1139	2	GR	4.78	233779	13500055342
3121574	1128	1	GR	2.19	257871	13500055342
3837591	1164	1	GR	2.19	257871	13500055342
1115808	1130	1	GR	1.95	652159	13500055432
1126607	1126	1	GR	1.95	652159	13500055432
1134148	1126	1	GR	1.95	652159	13500055432
1204453	1127	1	GR	1.95	652159	13500055432
1231969	1130	1	GR	1.95	652159	13500055432
1316240	1126	1	GR	1.95	652159	13500055432
1106575	1127	1	GR	1.95	652159	13500055433
1115808	1130	1	GR	1.95	652159	13500055433
1216432	1130	1	GR	1.95	652159	13500055433
1302984	1125	1	GR	1.95	652159	13500055433
1316240	1127	1	GR	1.95	652159	13500055433
1316240	1127	1	GR	1.95	652159	13500055433
1809079	1127	1	GR	1.95	652159	13500055433
3113589	1159	2	GR	1.78	264075	13500055500
3357152	1130	1	GR	0.89	200564	13500055500
3101782	1136	1	GR	0.77	233779	13500055500
3114611	1120	1	GR	0.77	233779	13500055500
3120758	1128	1	GR	0.77	233779	13500055500
3322503	1127	1	GR	0.77	233779	13500055500
3804070	1119	1	GR	0.77	233779	13500055500
3825182	1138	4	GR	3.08	233779	13500055500
3825182	1139	1	GR	0.77	233779	13500055500
3825182	1147	1	GR	0.77	233779	13500055500
3840116	1159	4	GR	3.08	233779	13500055500
3117333	1163	4	GR	3.08	653776	13500055500
3132357	1133	1	GR	0.77	653776	13500055500
3306498	1135	1	GR	0.77	653776	13500055500
